n_samples,n_dimensions,n_repetitions,median_total_seconds,mean_total_seconds,std_total_seconds,min_total_seconds,max_total_seconds,median_clustering_seconds,mean_clustering_seconds,std_clustering_seconds,min_clustering_seconds,max_clustering_seconds,median_overlap_scoring_seconds,mean_overlap_scoring_seconds,std_overlap_scoring_seconds,min_overlap_scoring_seconds,max_overlap_scoring_seconds,median_other_seconds,mean_other_seconds,std_other_seconds,min_other_seconds,max_other_seconds,median_index,mean_index,std_index,min_index,max_index
5000,500,5,0.05918145878240466,0.06363474195823074,0.012141134806835568,0.05298587493598461,0.08735179202631116,0.039237667340785265,0.04246942494064569,0.010052538188054934,0.03240679111331701,0.06156025035306811,0.012514499947428703,0.01243435861542821,0.0008138980198829419,0.011180667206645012,0.013321749866008759,0.0075436667539179325,0.00873095840215683,0.0022856549175545005,0.007328749634325504,0.013277041725814342,0.2952,0.28955999999999993,0.01719692995857108,0.25620000000000004,0.30460000000000004
