n_samples,n_dimensions,n_repetitions,median_total_seconds,mean_total_seconds,std_total_seconds,min_total_seconds,max_total_seconds,median_clustering_seconds,mean_clustering_seconds,std_clustering_seconds,min_clustering_seconds,max_clustering_seconds,median_overlap_scoring_seconds,mean_overlap_scoring_seconds,std_overlap_scoring_seconds,min_overlap_scoring_seconds,max_overlap_scoring_seconds,median_other_seconds,mean_other_seconds,std_other_seconds,min_other_seconds,max_other_seconds,median_index,mean_index,std_index,min_index,max_index
5000,500,5,0.06518904212862253,0.0654587502591312,0.0019715114071544425,0.06355516705662012,0.0688892500475049,0.031796916387975216,0.032481433171778915,0.0020522527589023768,0.030345124658197165,0.03602833300828934,0.02555504208430648,0.025538116600364445,0.0007936202215984735,0.02449837513267994,0.02678154082968831,0.007305874954909086,0.007439200486987829,0.00019960520471894053,0.0072740414179861546,0.007782042492181063,0.2952,0.28955999999999993,0.01719692995857108,0.25620000000000004,0.30460000000000004
