n_samples,n_dimensions,repetition,seed,n_classes,k,offline_chunk_size,offline_memory_budget_mb,total_seconds,clustering_seconds,overlap_scoring_seconds,other_seconds,index
5000,500,0,20260807,5,8,10000,256,0.0660909591242671,0.033379791770130396,0.024929124861955643,0.007782042492181063,0.2996
5000,500,1,20260808,5,8,10000,256,0.06355516705662012,0.030345124658197165,0.025926500093191862,0.007283542305231094,0.29219999999999996
5000,500,2,20260809,5,8,10000,256,0.06518904212862253,0.030857000034302473,0.02678154082968831,0.007550501264631748,0.30460000000000004
5000,500,3,20260810,5,8,10000,256,0.06356933293864131,0.031796916387975216,0.02449837513267994,0.0072740414179861546,0.2952
5000,500,4,20260811,5,8,10000,256,0.0688892500475049,0.03602833300828934,0.02555504208430648,0.007305874954909086,0.25620000000000004
